-0.34335,-0.32618,-0.28755,-0.27039,0.32618,-0.30901,0.22785,0.22785,0.24473,0.2827,0.24473,0.24473,0.24473,-0.67932,-0.66245,-0.67932,-0.66245,-0.66245,-0.66245,-0.66245,-0.7173,-0.70042,-0.70042,-0.7384,-0.75527,-0.7173,-0.70042,-0.70042,-0.70042,-0.70042,-0.7173,-0.77215,-0.7173,-0.7173,-0.7173,-0.7173,-0.7173,-0.18987,-0.1308,-0.054852,-0.054852,0,0,-0.075949,-0.075949,-0.075949,-0.021097,-0.021097,-0.021097,-0.075949,-0.075949,-0.075949,-0.021097,-0.021097,-0.021097,-0.075949,-0.075949,-0.075949,-0.021097,-0.021097,-0.021097,-0.054852,-0.054852,-0.054852,0,0,0,0,0.037975,0.037975,0.037975,0.037975,0.037975,0.037975,0.037975,0.037975,0.016878,0.016878,0.016878,0.016878,0.016878,0.016878,0.016878,0.016878,0,-1.1145,-1.1129,-0.21961,-0.20898,-0.19202,0.21903,0.28174,0.38638,0.37589,0.37751,0.12541,0.1545,0.16482,0.14074,0.10629
-0.34247,-0.3242,-0.28767,-0.26941,0.34247,-0.3242,0.2757,0.2757,0.23832,0.29439,0.2757,0.2757,0.2757,-0.64953,-0.68692,-0.64953,-0.68692,-0.68692,-0.68692,-0.66822,-0.63084,-0.63084,-0.66822,-0.71028,-0.72897,-0.63084,-0.66822,-0.66822,-0.66822,-0.64953,-0.68692,-0.74766,-0.68692,-0.68692,-0.68692,-0.66822,-0.68692,-0.2757,-0.19626,-0.11682,-0.11682,-0.056075,-0.037383,-0.15888,-0.15888,-0.15888,-0.098131,-0.098131,-0.079439,-0.14019,-0.14019,-0.14019,-0.079439,-0.079439,-0.060748,-0.14019,-0.14019,-0.14019,-0.079439,-0.079439,-0.060748,-0.098131,-0.098131,-0.098131,-0.037383,-0.037383,-0.018692,0,0.098131,0.098131,0.098131,0.098131,0.098131,0.098131,0.098131,0.098131,-0.037383,-0.018692,-0.037383,-0.037383,-0.018692,-0.037383,-0.037383,-0.018692,0,-1.0879,-1.086,-0.30617,-0.2684,-0.25865,0.29703,0.37284,0.49055,0.48598,0.48786,0.20733,0.24716,0.26802,0.24776,0.21174
-0.34764,-0.34764,-0.30901,-0.30901,0.32618,-0.32618,0.2561,0.2561,0.14634,0.30894,0.2561,0.2561,0.14634,-0.63821,-0.63821,-0.63821,-0.63821,-0.73171,-0.74797,-0.73171,-0.65447,-0.60163,-0.65447,-0.76423,-0.80081,-0.65447,-0.65447,-0.74797,-0.76423,-0.74797,-0.6748,-0.82114,-0.6748,-0.76829,-0.78455,-0.76829,-0.69106,-0.32927,-0.27236,-0.21545,-0.19919,-0.1626,-0.14634,-0.23577,-0.25203,-0.23577,-0.18293,-0.19919,-0.18293,-0.23577,-0.25203,-0.23577,-0.18293,-0.19919,-0.18293,-0.23577,-0.25203,-0.23577,-0.18293,-0.19919,-0.18293,-0.19919,-0.21545,-0.19919,-0.14634,-0.1626,-0.14634,-0.10976,0.19919,0.19919,0.21545,0.21545,0.21545,0.19919,0.19919,0.19919,-0.1626,-0.14634,-0.14634,-0.1626,-0.14634,-0.14634,-0.1626,-0.14634,-0.10976,-1.2308,-1.2272,-0.39353,-0.3288,-0.31,0.47358,0.56333,0.7021,0.69212,0.69574,0.3211,0.37829,0.40795,0.37352,0.31617
-0.34286,-0.32381,-0.28571,-0.26667,0.32381,-0.30476,0.29208,0.29208,0.31188,0.33168,0.31188,0.31188,0.33168,-0.62871,-0.62871,-0.62871,-0.62871,-0.60891,-0.60891,-0.60891,-0.62871,-0.60891,-0.62871,-0.64851,-0.66832,-0.62871,-0.62871,-0.60891,-0.60891,-0.60891,-0.64851,-0.68812,-0.64851,-0.62871,-0.62871,-0.62871,-0.66832,-0.19802,-0.13861,-0.059406,-0.059406,0,0,-0.079208,-0.079208,-0.079208,-0.019802,-0.019802,-0.019802,-0.079208,-0.079208,-0.079208,-0.019802,-0.019802,-0.019802,-0.079208,-0.079208,-0.079208,-0.019802,-0.019802,-0.019802,-0.059406,-0.059406,-0.059406,0,0,0,0.019802,0.039604,0.039604,0.039604,0.039604,0.039604,0.039604,0.039604,0.039604,0.019802,0.019802,0.019802,0.019802,0.019802,0.019802,0.019802,0.019802,0.019802,-1.1081,-1.1102,-0.22417,-0.27806,-0.26291,0.15296,0.21771,0.32309,0.32467,0.32259,0.094485,0.12445,0.13689,0.11232,0.075241
-0.37727,-0.35909,-0.32273,-0.30455,0.35909,-0.34091,0.25463,0.25463,0.23148,0.31019,0.25463,0.25463,0.23148,-0.65278,-0.65278,-0.65278,-0.65278,-0.67593,-0.67593,-0.67593,-0.6713,-0.65278,-0.6713,-0.73148,-0.76852,-0.6713,-0.6713,-0.69444,-0.69444,-0.69444,-0.68981,-0.78704,-0.68981,-0.71296,-0.71296,-0.71296,-0.68981,-0.29167,-0.21296,-0.11574,-0.097222,-0.041667,-0.041667,-0.13426,-0.13426,-0.11574,-0.060185,-0.060185,-0.060185,-0.13426,-0.13426,-0.11574,-0.060185,-0.060185,-0.060185,-0.13426,-0.13426,-0.11574,-0.060185,-0.060185,-0.060185,-0.11574,-0.11574,-0.097222,-0.041667,-0.041667,-0.041667,-0.023148,0.097222,0.097222,0.097222,0.097222,0.097222,0.078704,0.078704,0.078704,-0.023148,-0.023148,-0.023148,-0.023148,-0.023148,-0.023148,-0.023148,-0.023148,-0.023148,-1.1093,-1.1025,-0.25958,-0.26099,-0.24504,0.27212,0.34371,0.46331,0.45526,0.46207,0.201,0.23297,0.24757,0.22512,0.19007
-0.31579,-0.29825,-0.27632,-0.25877,0.29825,-0.2807,0.30332,0.30332,0.30332,0.34123,0.27962,0.30332,0.30332,-0.63981,-0.66351,-0.63981,-0.63981,-0.63981,-0.63981,-0.63981,-0.63981,-0.62085,-0.66351,-0.68246,-0.72038,-0.63981,-0.63981,-0.63981,-0.63981,-0.63981,-0.68246,-0.73934,-0.65877,-0.65877,-0.65877,-0.65877,-0.65877,-0.26066,-0.18009,-0.11848,-0.099526,-0.037915,-0.037915,-0.13744,-0.13744,-0.11848,-0.056872,-0.056872,-0.056872,-0.11848,-0.11848,-0.099526,-0.037915,-0.037915,-0.037915,-0.13744,-0.13744,-0.11848,-0.056872,-0.056872,-0.056872,-0.099526,-0.099526,-0.080569,-0.018957,-0.018957,-0.018957,0.023697,0.080569,0.080569,0.080569,0.080569,0.080569,0.061611,0.061611,0.061611,0,0,0,0,0,0,0,0,0,-1.1588,-1.1657,-0.39876,-0.34781,-0.33459,0.16885,0.2521,0.36668,0.37793,0.37105,0.098243,0.14356,0.16692,0.13929,0.093528
-0.32143,-0.32143,-0.26786,-0.26786,0.30357,-0.30357,0.29412,0.31373,0.29412,0.33333,0.29412,0.29412,0.27451,-0.60784,-0.58824,-0.58824,-0.58824,-0.58824,-0.60784,-0.60784,-0.62745,-0.58824,-0.60784,-0.64706,-0.68627,-0.60784,-0.60784,-0.60784,-0.62745,-0.62745,-0.64706,-0.72549,-0.64706,-0.64706,-0.66667,-0.66667,-0.66667,-0.19608,-0.15686,-0.078431,-0.078431,-0.019608,-0.019608,-0.11765,-0.11765,-0.11765,-0.039216,-0.058824,-0.058824,-0.098039,-0.098039,-0.098039,-0.019608,-0.039216,-0.039216,-0.11765,-0.11765,-0.11765,-0.039216,-0.058824,-0.058824,-0.098039,-0.098039,-0.098039,-0.019608,-0.039216,-0.039216,-0.019608,0.078431,0.078431,0.058824,0.078431,0.078431,0.058824,0.078431,0.078431,0,0,0,-0.019608,-0.019608,0,-0.019608,-0.019608,-0.019608,-1.0828,-1.0892,-0.17156,-0.13316,-0.12631,0.4499,0.50743,0.60336,0.58353,0.57708,0.23517,0.2809,0.30146,0.28078,0.23701
-0.37736,-0.35849,-0.30189,-0.28302,0.35849,-0.33962,0.28,0.3,0.3,0.32,0.26,0.28,0.3,-0.64,-0.66,-0.62,-0.64,-0.62,-0.62,-0.62,-0.64,-0.62,-0.66,-0.68,-0.68,-0.62,-0.64,-0.62,-0.62,-0.62,-0.66,-0.68,-0.64,-0.62,-0.62,-0.62,-0.64,-0.22,-0.16,-0.08,-0.08,-0.02,-0.02,-0.1,-0.1,-0.1,-0.04,-0.04,-0.04,-0.08,-0.08,-0.08,-0.02,-0.02,-0.02,-0.1,-0.1,-0.1,-0.04,-0.04,-0.04,-0.06,-0.06,-0.06,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.0874,-1.0852,-0.27186,-0.31939,-0.30672,0.15524,0.22817,0.33864,0.34124,0.34343,0.12189,0.15164,0.16536,0.14261,0.10914
-0.38725,-0.36765,-0.32843,-0.30882,0.36765,-0.34804,0.28922,0.28922,0.30882,0.32843,0.30882,0.30882,0.32843,-0.65196,-0.65196,-0.65196,-0.65196,-0.63235,-0.63235,-0.63235,-0.65196,-0.63235,-0.65196,-0.67157,-0.69118,-0.65196,-0.65196,-0.63235,-0.63235,-0.63235,-0.67157,-0.71078,-0.67157,-0.65196,-0.65196,-0.65196,-0.67157,-0.19118,-0.13235,-0.078431,-0.078431,-0.019608,-0.019608,-0.078431,-0.078431,-0.078431,-0.019608,-0.019608,-0.019608,-0.078431,-0.078431,-0.078431,-0.019608,-0.019608,-0.019608,-0.098039,-0.098039,-0.098039,-0.039216,-0.039216,-0.039216,-0.058824,-0.058824,-0.058824,0,0,0,0.019608,0.039216,0.058824,0.058824,0.039216,0.058824,0.058824,0.039216,0.058824,0,0,0.019608,0.019608,0.019608,0,0,0,0.019608,-1.0761,-1.0796,-0.27722,-0.27574,-0.26549,0.22098,0.299,0.40897,0.41469,0.41121,0.14234,0.18208,0.2,0.17616,0.13551
-0.38614,-0.36634,-0.32673,-0.30693,0.36634,-0.34653,0.28634,0.28634,0.26872,0.34361,0.30837,0.30837,0.29075,-0.63436,-0.63436,-0.63436,-0.63436,-0.65198,-0.65198,-0.65198,-0.61674,-0.57709,-0.61674,-0.6696,-0.70485,-0.61674,-0.61674,-0.63436,-0.63436,-0.63436,-0.63436,-0.72247,-0.63436,-0.65198,-0.65198,-0.65198,-0.65639,-0.25551,-0.20264,-0.12775,-0.12775,-0.057269,-0.057269,-0.163,-0.163,-0.163,-0.092511,-0.092511,-0.092511,-0.14537,-0.14537,-0.14537,-0.07489,-0.07489,-0.07489,-0.14537,-0.14537,-0.14537,-0.07489,-0.07489,-0.07489,-0.12775,-0.12775,-0.12775,-0.057269,-0.057269,-0.057269,-0.017621,0.10573,0.10573,0.10573,0.10573,0.10573,0.10573,0.10573,0.10573,-0.035242,-0.035242,-0.035242,-0.035242,-0.035242,-0.035242,-0.035242,-0.035242,-0.017621,-1.2097,-1.2078,-0.18211,-0.32085,-0.29769,0.26183,0.33378,0.44683,0.44084,0.44274,0.17654,0.20996,0.21785,0.18334,0.13319
