-0.038627,-0.038627,-1.0386,-0.34764,-0.038627,-0.11588,-0.077253,-0.18884,-0.15451,-0.11588,0.13305,-0.077253,-0.17167,-0.055794,-0.038627,0.82833,1,0.92275,-0.077253,-0.077253,-0.077253,-0.094421,-0.077253,-0.055794,0.077253,-0.055794,0,0,0.055794,-0.098712,0.2103,-0.072961,0.24893,-0.34335,-0.32618,-0.61411,0.36929,-0.31535,-0.70539,-0.66805,-0.72199,-0.68465,-0.66805,-0.68465,-0.48133,-0.39004,-0.20332,0.3527,-0.53527,0
-0.018605,-0.018605,-1.0791,-0.33488,-0.04186,-0.11628,-0.074419,-0.17674,-0.15814,-0.11628,0.060465,-0.097674,-0.23721,-0.07907,-0.04186,0.82326,1,0.92093,-0.07907,-0.07907,-0.07907,-0.07907,-0.07907,-0.074419,0.07907,-0.055814,0,0.018605,0.074419,-0.07907,0.19535,-0.07907,0.29767,-0.34884,-0.34884,-0.6619,0.4619,-0.27619,-0.71905,-0.64286,-0.72381,-0.64286,-0.64286,-0.61905,-0.50476,-0.44286,-0.2619,0.31905,-0.50476,0
-0.017467,-0.039301,-1.0568,-0.35371,-0.039301,-0.1179,-0.078603,-0.17467,-0.15721,-0.1179,0.1179,-0.078603,-0.19651,-0.078603,-0.039301,0.84279,1,0.93886,-0.061135,-0.078603,-0.09607,-0.09607,-0.078603,-0.078603,0.061135,-0.056769,0,0.021834,0.078603,-0.078603,0.21397,-0.10044,0.27074,-0.35371,-0.33188,-0.65447,0.4187,-0.27236,-0.6748,-0.58537,-0.78455,-0.63821,-0.73171,-0.58537,-0.56504,-0.40244,-0.23984,0.32927,-0.45528,-0.14634
-0.019417,-0.019417,-1.0583,-0.36408,-0.038835,-0.1165,-0.07767,-0.17476,-0.17476,-0.097087,0.13592,-0.092233,-0.20874,-0.07767,-0.038835,0.82524,1,0.94175,-0.058252,-0.097087,-0.097087,-0.097087,-0.072816,-0.058252,0.072816,-0.058252,0,0,0.058252,-0.07767,0.21359,-0.072816,0.27184,-0.3301,-0.31068,-0.70202,0.4596,-0.25758,-0.66162,-0.62121,-0.68182,-0.64141,-0.62121,-0.62121,-0.4798,-0.40404,-0.22222,0.33838,-0.5202,0
-0.036364,-0.018182,-1.0409,-0.32273,-0.059091,-0.15455,-0.095455,-0.15,-0.17273,-0.11364,0.15,-0.095455,-0.20909,-0.072727,-0.018182,0.83182,1,0.94545,-0.054545,-0.077273,-0.095455,-0.095455,-0.072727,-0.077273,0.054545,-0.077273,-0.022727,0,0.054545,-0.090909,0.19091,-0.077273,0.26364,-0.37727,-0.34091,-0.65278,0.42593,-0.25,-0.6713,-0.63426,-0.75,-0.65278,-0.67593,-0.63426,-0.54167,-0.4213,-0.25,0.3287,-0.53704,-0.060185
-0.018519,-0.037037,-1.0972,-0.37037,-0.041667,-0.13889,-0.097222,-0.17593,-0.17593,-0.11574,0.13889,-0.097222,-0.21759,-0.078704,-0.023148,0.84259,1,0.93981,-0.060185,-0.097222,-0.097222,-0.097222,-0.078704,-0.055556,0.078704,-0.037037,0,0.018519,0.055556,-0.078704,0.19444,-0.097222,0.27315,-0.31481,-0.2963,-0.6715,0.49275,-0.22705,-0.67633,-0.61353,-0.69565,-0.63285,-0.63285,-0.5942,-0.50725,-0.44928,-0.2657,0.30435,-0.50725,-0.019324
-0.037037,-0.037037,-1.037,-0.33333,-0.037037,-0.12963,-0.092593,-0.16667,-0.16667,-0.11111,0.16667,-0.074074,-0.2037,-0.092593,-0.018519,0.85185,1,0.94444,-0.055556,-0.074074,-0.092593,-0.092593,-0.074074,-0.074074,0.055556,-0.074074,-0.018519,0,0.055556,-0.074074,0.18519,-0.092593,0.24074,-0.33333,-0.2963,-0.67308,0.42308,-0.25,-0.59615,-0.57692,-0.67308,-0.61538,-0.59615,-0.57692,-0.44231,-0.34615,-0.17308,0.34615,-0.53846,-0.019231
0,-0.019231,-1.0577,-0.32692,-0.038462,-0.11538,-0.076923,-0.17308,-0.15385,-0.11538,0.076923,-0.076923,-0.23077,-0.096154,-0.038462,0.80769,1,0.92308,-0.076923,-0.076923,-0.076923,-0.076923,-0.076923,-0.076923,0.076923,-0.057692,0,0.019231,0.076923,-0.076923,0.21154,-0.076923,0.30769,-0.36538,-0.34615,-0.66,0.46,-0.26,-0.68,-0.6,-0.66,-0.62,-0.6,-0.6,-0.46,-0.42,-0.26,0.3,-0.48,0
-0.04,-0.02,-1.06,-0.335,-0.04,-0.12,-0.08,-0.175,-0.18,-0.095,0.12,-0.08,-0.22,-0.08,-0.02,0.825,1,0.94,-0.06,-0.095,-0.095,-0.095,-0.08,-0.06,0.08,-0.06,0,0,0.06,-0.08,0.215,-0.08,0.275,-0.415,-0.375,-0.65686,0.44118,-0.26961,-0.65196,-0.61275,-0.67157,-0.63235,-0.61275,-0.59314,-0.46078,-0.38235,-0.21078,0.32843,-0.5,0
-0.020202,-0.025253,-1.1061,-0.41919,-0.060606,-0.14141,-0.080808,-0.19192,-0.18687,-0.10101,0.10606,-0.085859,-0.20707,-0.080808,-0.025253,0.81313,1,0.91414,-0.085859,-0.10101,-0.10101,-0.080808,-0.085859,-0.060606,0.085859,-0.040404,0.025253,0.020202,0.085859,-0.080808,0.20707,-0.085859,0.26768,-0.37374,-0.33333,-0.74449,0.44934,-0.23348,-0.63436,-0.57709,-0.68722,-0.61674,-0.61674,-0.57709,-0.48899,-0.40088,-0.23789,0.32599,-0.49339,-0.039648
